tokenizer_name,analysis_type,embedding_size,metric_type,metric_value,axis_name
OPT,random_xn_tok,2048,ndcg_at_10,3.1649999999999996,OPT(50272 vocab size)
OPT,random_xn_tok,1536,ndcg_at_10,3.071,OPT(50272 vocab size)
OPT,random_xn_tok,1088,ndcg_at_10,3.025,OPT(50272 vocab size)
OPT,random_xn_tok,1024,ndcg_at_10,3.003,OPT(50272 vocab size)
OPT,random_xn_tok,768,ndcg_at_10,2.9739999999999998,OPT(50272 vocab size)
OPT,random_xn_tok,512,ndcg_at_10,2.653,OPT(50272 vocab size)
OPT,random_xn_tok,256,ndcg_at_10,1.8780000000000001,OPT(50272 vocab size)
OPT,random_xn_tok,128,ndcg_at_10,1.387,OPT(50272 vocab size)
Cerebras,random_xn_tok,14336,ndcg_at_10,3.873,Cerebras(50257 vocab size)
Cerebras,random_xn_tok,12288,ndcg_at_10,3.8510000000000004,Cerebras(50257 vocab size)
Cerebras,random_xn_tok,9216,ndcg_at_10,3.8280000000000003,Cerebras(50257 vocab size)
Cerebras,random_xn_tok,7168,ndcg_at_10,3.816,Cerebras(50257 vocab size)
Cerebras,random_xn_tok,5120,ndcg_at_10,3.744,Cerebras(50257 vocab size)
Cerebras,random_xn_tok,4096,ndcg_at_10,3.752,Cerebras(50257 vocab size)
Cerebras,random_xn_tok,2560,ndcg_at_10,3.6189999999999998,Cerebras(50257 vocab size)
Cerebras,random_xn_tok,2048,ndcg_at_10,3.595,Cerebras(50257 vocab size)
Cerebras,random_xn_tok,1536,ndcg_at_10,3.595,Cerebras(50257 vocab size)
Cerebras,random_xn_tok,1088,ndcg_at_10,3.338,Cerebras(50257 vocab size)
Cerebras,random_xn_tok,1024,ndcg_at_10,3.382,Cerebras(50257 vocab size)
Cerebras,random_xn_tok,768,ndcg_at_10,3.1910000000000003,Cerebras(50257 vocab size)
Cerebras,random_xn_tok,512,ndcg_at_10,2.895,Cerebras(50257 vocab size)
Cerebras,random_xn_tok,256,ndcg_at_10,2.3529999999999998,Cerebras(50257 vocab size)
Cerebras,random_xn_tok,128,ndcg_at_10,1.424,Cerebras(50257 vocab size)
Bloom,random_xn_tok,14336,ndcg_at_10,4.731,Bloom(250880 vocab size)
Bloom,random_xn_tok,12288,ndcg_at_10,4.813,Bloom(250880 vocab size)
Bloom,random_xn_tok,9216,ndcg_at_10,4.7829999999999995,Bloom(250880 vocab size)
Bloom,random_xn_tok,7168,ndcg_at_10,4.723,Bloom(250880 vocab size)
Bloom,random_xn_tok,5120,ndcg_at_10,4.67,Bloom(250880 vocab size)
Bloom,random_xn_tok,4096,ndcg_at_10,4.609,Bloom(250880 vocab size)
Bloom,random_xn_tok,2560,ndcg_at_10,4.476,Bloom(250880 vocab size)
Bloom,random_xn_tok,2048,ndcg_at_10,4.417,Bloom(250880 vocab size)
Bloom,random_xn_tok,1536,ndcg_at_10,4.181,Bloom(250880 vocab size)
Bloom,random_xn_tok,1088,ndcg_at_10,3.9759999999999995,Bloom(250880 vocab size)
Bloom,random_xn_tok,1024,ndcg_at_10,3.9800000000000004,Bloom(250880 vocab size)
Bloom,random_xn_tok,768,ndcg_at_10,3.6990000000000003,Bloom(250880 vocab size)
Bloom,random_xn_tok,512,ndcg_at_10,3.2779999999999996,Bloom(250880 vocab size)
Bloom,random_xn_tok,256,ndcg_at_10,2.396,Bloom(250880 vocab size)
Bloom,random_xn_tok,128,ndcg_at_10,1.5610000000000002,Bloom(250880 vocab size)
